v97,v65,v3,v112,18,0.7
v98,v78,v2,v113,31,0.27
v99,v100,v7,v114,67,0.99
v100,v27,v2,v115,65,0.15
v87,v101,v2,v99,8,0.05
v101,v102,v3,v116,13,0.45
v102,v103,v2,v117,19,0.1
v103,v9,v3,v118,24,0.43
v104,v90,v2,v119,94,0.12
v2,v104,v2,v82,48,0.04
v105,v74,v2,v120,85,0.37
v106,v105,v4,v121,75,0.23
v107,v7,v3,v122,54,0.66
v108,v15,v4,v123,18,0.04
v109,v15,v4,v124,79,0.06
v27,v101,v2,v125,52,0.9
v110,v4,v2,v126,22,0.19
v111,v106,v2,v127,17,0.18
v112,v107,v3,v128,76,0.16
v1,v10,v3,v8,91,0.8
v113,v85,v3,v129,28,0.7
v44,v81,v3,v15,29,0.07
v19,v13,v3,v21,91,0.07
v114,v4,v2,v130,90,0.23
v115,v108,v3,v131,76,0.66
v116,v109,v7,v15,64,0.14
v117,v15,v4,v132,67,0.07
v118,v98,v3,v133,30,0.81
v44,v110,v3,v15,14,0.17
v119,v39,v5,v134,21,0.39
v120,v111,v3,v135,19,0.37
v121,v112,v7,v136,60,0.91
v2,v104,v2,v90,1,0.06
v1,v113,?,v8,19,0.79
v53,v76,v3,v137,48,5.5
v1,v92,v3,v103,12,2.74
v122,v114,v3,v138,75,0.81
v123,v56,v3,v139,20,0.06
v53,v87,?,v140,11,5.5
v124,v115,?,v141,79,0.44
v125,v116,v4,v142,14,0.06
v10,v117,v2,v10,23,0.18
v1,v118,v3,v12,63,0.71
v126,v57,v4,v143,97,0.32
v81,v60,v3,v87,12,0.46
v127,v119,v3,v144,52,0.22
v54,v4,v2,v145,61,0.05
v2,v6,v2,v146,63,0.02
v128,v14,v2,v147,21,0.18
v129,v120,?,v148,73,0.34
v130,v82,v3,v149,31,0.5
v131,v121,v2,v150,32,0.07
v132,v5,v3,v151,14,1.03
v1,v82,v3,v8,40,0.79
v133,v122,v2,v152,8,0.03
v134,v123,v6,v153,94,0.98
v10,v4,v2,v10,66,0.17
v135,v4,v2,v154,64,0.19
v87,v74,v2,v155,49,0.17
v54,v4,v2,v145,73,0.18
v118,v98,v3,v133,96,0.96
v77,v36,v2,v81,25,0.36
v136,v124,v3,v156,71,0.77
v2,v58,v4,v157,20,0.05
v137,v72,?,v158,16,0.07
v138,v13,v3,v159,94,0.05
v139,v50,v4,v160,49,0.08
v65,v125,v2,v161,37,0.38
v1,v110,v3,v162,58,0.13
v1,v10,v3,v12,91,0.76
v140,v33,v3,v163,14,0.69
v1,v60,v3,v8,98,0.8
v141,v126,v3,v164,98,0.77
v14,v66,v3,v15,66,0.96
v67,v15,v4,v165,92,0.08
v142,v127,v3,v166,91,0.67
v143,v128,?,v167,56,0.53
v73,v15,v4,v168,55,0.35
v144,v15,v4,v169,35,0.05
v145,v129,v7,v170,32,0.87
v146,v130,v3,v171,35,0.51
v147,v75,v4,v15,88,0.2
v16,v81,?,v78,62,0.16
v9,v131,v3,v9,21,1.0
v148,v13,v3,v172,16,1.04
v149,v105,v4,v173,33,0.19
v150,v132,v3,v174,35,0.18
v9,v83,v3,v9,16,1.0
v32,v122,v2,v35,82,0.11
v16,v81,v3,v78,66,0.16
v2,v50,v4,v175,2,0.4
v151,v15,v4,v176,14,0.05
v152,v133,v3,v177,38,0.64
v153,v134,v2,v178,43,0.19
v1,v18,v3,v12,31,0.73
v154,v42,v4,v179,32,0.15
v10,v6,v2,v10,49,0.17
v2,v135,v4,v180,97,0.05
v155,v45,v3,v181,47,0.99
v72,v14,v2,v73,46,0.21
v156,v4,v2,v182,91,0.04
v157,v136,v1,v183,19,0.04
v1,v34,v3,v8,50,0.8
v72,v125,v2,v184,45,0.18
v158,v137,v5,v185,19,0.43
v1,v47,?,v8,71,0.79
v159,v50,v4,v15,94,0.39
v160,v47,v3,v186,25,0.05
v161,v138,?,v187,65,0.39
v87,v14,v2,v188,30,0.05
v162,v94,v6,v189,46,0.54
v163,v41,v3,v190,42,0.07
v164,v108,v3,v191,54,0.98
v165,v30,v3,v192,29,1.15
v1,v130,v3,v8,8,0.79
v22,v4,v2,v193,44,0.39
v91,v139,v8,v106,12,0.16
v2,v140,v3,v194,96,0.13
v1,v141,v3,v12,32,0.85
v166,v139,v8,v195,22,0.87
v2,v6,v2,v82,64,0.05
v87,v74,v2,v196,97,0.11
v167,v68,v2,v197,83,0.11
v168,v10,v3,v198,61,0.28
v169,v81,?,v199,47,0.85
v170,v58,v4,v200,62,0.16
v16,v142,v3,v78,25,0.2
v171,v143,v1,v201,32,0.11
v32,v122,v2,v35,7,0.19
v172,v79,v2,v202,92,0.43
v173,v32,v3,v203,56,1.06
v136,v144,v3,v156,5,0.77
v174,v17,v3,v15,47,0.1
v138,v145,v3,v204,12,0.75
v87,v35,v2,v196,25,0.17
v73,v15,v4,v74,86,0.36
v117,v15,v4,v205,50,0.12
v126,v57,v4,v143,8,0.32
v73,v15,v4,v206,88,0.26
v2,v86,v4,v207,60,0.06
v168,v132,?,v208,100,1.86
v175,v146,v3,v209,71,0.05
v176,v147,?,v210,93,0.03
v177,v21,v3,v211,11,0.18
v178,v148,v3,v212,98,1.28
v87,v149,v2,v99,6,0.05
v1,v33,v3,v8,80,0.79
v1,v82,v3,v12,74,0.76
v2,v70,v4,v207,47,0.06
v87,v150,v2,v99,5,0.05
v65,v121,v2,v213,51,0.55
v1,v151,v3,v12,22,0.6
v179,v7,?,v214,95,0.6
v180,v15,v4,v215,51,0.17
v67,v22,v4,v216,79,0.27
v181,v152,v8,v217,55,0.86
v8,v29,v3,v218,14,0.3
v4,v4,v2,v3,52,0.06
v182,v21,v3,v219,39,0.01
v16,v10,v3,v18,55,0.04
v183,v116,v4,v220,17,0.4
v184,v153,v1,v221,34,0.07
v1,v69,v3,v12,67,0.72
v185,v70,v4,v222,62,0.05
v140,v13,v3,v163,3,0.36
v186,v154,v3,v223,10,0.14
v187,v37,v2,v224,55,0.44
v188,v107,v3,v225,8,0.11
v189,v15,v4,v226,51,0.07
v2,v86,v4,v227,60,0.04
v190,v148,v3,v228,34,0.78
v191,v15,v4,v229,71,0.12
v1,v155,v3,v8,16,0.8
v192,v8,v3,v230,28,0.2
v193,v156,v3,v231,40,0.73
v106,v58,v4,v121,64,0.28
v194,v4,v2,v232,87,0.01
v195,v157,v3,v233,18,0.67
v196,v158,v2,v234,97,0.98
v197,v57,v4,v235,60,0.13
v198,v159,v2,v236,37,0.57
v1,v93,v3,v17,17,0.41
v155,v81,v3,v181,36,0.81
v9,v160,v3,v9,50,1.21
v199,v6,v2,v237,55,0.05
v200,v6,v2,v238,2,1.01
v112,v107,v3,v239,14,0.17
v9,v107,v3,v9,61,1.21
v16,v82,v3,v78,69,0.09
v201,v161,v3,v240,2,0.75
v202,v119,v3,v241,96,0.08
v203,v91,v4,v242,72,0.11
v204,v15,v4,v143,22,0.48
v205,v75,v4,v15,6,0.08
v206,v162,v3,v243,12,0.26
v53,v72,v3,v244,11,5.5
v40,v44,v3,v15,41,0.33
v2,v15,v4,v245,64,0.05
v207,v15,v4,v246,29,0.15
v1,v163,v3,v8,53,0.84
v208,v164,v3,v247,71,0.44
v2,v17,v3,v194,95,0.68
v209,v165,v3,v248,87,0.58
v1,v118,v3,v162,32,0.25
v63,v166,v5,v63,92,0.45
v72,v125,v2,v249,77,0.21
v210,v167,v3,v250,67,0.81
v2,v36,v2,v82,56,0.01
v2,v6,v2,v251,62,0.02
v211,v15,v4,v252,60,0.01
v29,v12,v3,v253,12,0.13
v35,v39,v5,v254,11,0.48
v2,v15,v4,v157,72,0.04
v176,v76,v3,v255,11,0.07
v212,v15,v4,v256,42,0.04
v32,v11,v2,v35,49,0.13
v19,v168,v2,v21,9,0.05
v87,v35,v2,v257,87,0.18
v81,v30,v3,v15,86,0.63
v157,v169,v1,v183,83,0.04
v213,v75,v4,v258,36,0.01
v53,v170,v3,v259,100,5.5
v214,v4,v2,v260,59,0.18
v2,v6,v2,v261,21,0.05
v127,v171,v5,v262,10,0.27
v215,v53,v3,v263,64,0.75
v216,v153,v1,v264,34,0.16
v182,v16,v3,v219,60,0.01
v81,v172,v3,v15,56,0.63
v1,v98,v3,v8,15,0.79
v81,v173,v3,v87,40,0.55
v217,v174,v3,v265,71,0.08
v218,v30,v3,v266,39,0.56
v16,v175,v3,v18,62,0.21
v219,v95,v2,v267,89,0.05
v220,v59,v3,v268,72,0.34
v221,v4,v2,v269,60,0.09
v60,v15,v4,v60,69,0.05
v168,v162,v3,v15,37,0.27
v222,v20,v3,v270,97,1.66
v223,v176,v4,v271,61,0.03
v224,v177,v5,v15,57,0.05
v225,v178,?,v272,80,0.71
v32,v3,v2,v273,40,0.22
v75,v70,v4,v274,38,0.06
v226,v68,v2,v275,83,0.06
v65,v14,v2,v213,97,0.42
v1,v43,v3,v12,97,0.71
v70,v179,v2,v71,89,0.2
v227,v91,v4,v276,13,0.39
v16,v180,v3,v18,67,0.16
v228,v60,v3,v277,59,0.1
v217,v174,v3,v278,76,0.25
v229,v57,v4,v279,7,0.03
v230,v127,v3,v280,20,3.13
v231,v165,v3,v103,18,1.09
v114,v149,v2,v15,50,0.43
v153,v181,v2,v15,49,0.61
v133,v122,v2,v152,12,0.03
v87,v4,v2,v155,74,0.17
v232,v33,v3,v281,12,0.59
v155,v81,v3,v181,70,1.1
v75,v75,v4,v274,9,0.06
v222,v92,v3,v270,17,1.57
v233,v4,v2,v282,94,0.05
v1,v182,v3,v8,25,0.85
v234,v49,v3,v283,85,0.15
v235,v18,v3,v284,71,0.17
v236,v91,v4,v285,44,0.07
v237,v4,v2,v286,49,0.03
v238,v183,v1,v287,87,0.07
v239,v99,?,v288,64,0.65
v1,v29,v3,v12,49,0.7
v91,v139,v8,v106,25,0.64
v240,v184,v5,v289,8,0.4
v1,v32,v3,v8,40,0.79
v241,v185,v2,v290,55,0.39
v154,v58,v4,v291,56,0.12
v242,v38,v3,v292,66,0.78
v243,v30,v3,v293,100,0.8
v19,v186,v3,v21,77,0.04
v147,v75,v4,v15,48,0.2
v244,v4,v2,v294,22,0.24
v245,v60,v3,v295,30,0.19
v1,v53,v3,v162,41,0.13
v208,v164,v3,v296,88,0.13
v246,v160,v3,v297,52,0.2
v247,v105,v4,v15,70,0.49
v44,v81,v3,v15,100,0.1
v44,v21,v3,v15,8,0.14
v2,v187,v1,v298,62,0.14
v224,v177,v5,v15,37,0.04
v205,v91,v4,v15,7,0.2
v248,v188,v9,v299,74,0.01
v249,v18,v3,v300,90,0.92
v250,v6,v2,v301,13,0.25
v251,v189,v3,v15,11,0.99
v9,v124,v3,v9,34,0.95
v221,v4,v2,v302,69,0.09
v16,v190,v8,v303,39,0.27
v119,v191,v5,v134,19,0.37
v252,v42,v4,v304,58,0.01
v205,v91,v4,v15,76,0.16
v183,v192,v6,v220,91,0.41
v253,v14,v2,v305,91,0.47
v1,v61,v3,v12,25,0.69
v254,v172,v3,v306,38,0.51
v255,v193,v3,v307,58,0.3
v256,v113,v3,v199,85,0.52
v106,v86,v4,v308,38,0.38
v154,v70,v4,v179,26,0.13
v1,v194,v3,v8,4,0.79
v23,v14,v2,v25,53,0.17
v257,v85,v3,v309,42,0.13
v258,v25,v3,v310,51,0.52
v1,v180,v3,v8,45,0.79
v259,v135,v4,v311,82,0.28
v153,v181,v2,v15,18,0.46
v260,v195,v3,v312,63,0.15
v261,v68,v2,v313,69,0.02
v262,v196,v3,v314,65,0.05
v1,v197,v3,v8,59,0.79
v263,v15,v4,v315,3,0.39
v264,v198,v2,v316,78,0.13
v211,v15,v4,v317,21,0.01
v1,v199,v3,v12,19,0.76
v9,v142,v3,v9,47,1.16
v1,v156,v3,v8,89,0.79
v19,v47,v3,v21,16,0.1
v10,v4,v2,v10,19,0.18
v265,v200,v2,v318,55,0.13
v157,v143,v1,v183,78,0.04
v266,v15,v4,v319,7,0.06
v267,v70,v4,v320,46,0.05
v81,v178,?,v15,64,0.15
v268,v25,v3,v321,19,0.79
v225,v126,v3,v272,18,0.75
v157,v15,v4,v183,56,0.11
v44,v5,v3,v15,89,0.54
v1,v21,v3,v8,48,0.78
v269,v71,v2,v322,93,0.07
v16,v174,v3,v78,93,0.12
v270,v85,v3,v323,46,0.26
v271,v15,v4,v324,40,0.03
v272,v201,v4,v325,2,1.03
v1,v113,v3,v8,77,0.79
v273,v124,v3,v326,94,1.01
v1,v69,v3,v8,60,0.8
v274,v165,v3,v327,34,0.34
v264,v198,v2,v316,14,0.07
v5,v202,v3,v4,67,0.03
v275,v53,v3,v328,22,0.19
v276,v186,v3,v329,41,0.11
v277,v78,v2,v330,12,0.46
v266,v50,v4,v331,21,0.2
v81,v133,?,v332,85,0.48
v73,v58,v4,v168,4,0.32
v263,v15,v4,v333,98,0.39
v206,v173,v3,v334,83,0.89
v278,v77,v3,v335,68,0.33
v279,v70,v4,v336,36,0.07
v254,v172,v3,v306,85,0.67
v280,v15,v4,v337,61,0.13
v257,v85,v3,v338,98,0.09
v138,v89,v3,v204,28,0.78
v281,v167,?,v339,71,0.18
v274,v165,v3,v327,6,0.1
v2,v203,v3,v15,77,0.44
v87,v35,v2,v340,23,0.11
v1,v156,v3,v12,38,0.66
v44,v204,v3,v15,32,0.42
v10,v4,v2,v10,53,0.18
v282,v65,?,v341,40,0.05
v1,v85,v3,v12,100,0.86
v10,v134,v2,v342,44,0.18
v283,v57,v4,v343,72,0.18
v16,v139,v8,v303,29,0.03
v81,v49,v3,v344,100,0.73
v284,v85,?,v103,70,1.09
v73,v50,v4,v168,58,0.35
v285,v78,v2,v345,56,0.24
v286,v4,v2,v346,65,0.36
v287,v174,v3,v347,98,0.21
v209,v178,v3,v348,94,0.59
v288,v4,v2,v349,55,1.34
v253,v4,v2,v350,36,0.49
v287,v174,v3,v351,62,0.53
v10,v4,v2,v10,36,0.18
v1,v81,v3,v8,17,0.79
v289,v4,v2,v352,47,0.11
v1,v21,v3,v8,21,0.8
v290,v33,v3,v353,38,0.8
v291,v205,v3,v354,94,0.91
v253,v14,v2,v305,75,0.45
v261,v68,v2,v355,92,0.04
v209,v178,v3,v356,47,0.56
v7,v48,v3,v88,64,0.1
v292,v4,v2,v357,67,0.17
v44,v164,v3,v15,93,0.38
v293,v206,v2,v358,99,0.38
v138,v193,v3,v204,99,1.05
v294,v15,v4,v359,73,0.13
v2,v57,v4,v360,48,0.05
v1,v175,v3,v8,55,0.85
v295,v207,v2,v361,70,0.04
v254,v172,v3,v306,55,0.62
v296,v35,v2,v362,87,0.05
v297,v68,v2,v363,39,0.24
v1,v208,v3,v8,30,0.79
v1,v17,v3,v8,68,0.78
v122,v93,v3,v138,86,0.76
v136,v81,v3,v156,29,0.58
v298,v102,v3,v364,75,1.22
v63,v137,v5,v63,65,0.45
v296,v6,v2,v365,73,0.26
v86,v89,v3,v366,51,0.01
v2,v209,v2,v82,18,0.01
v1,v21,v3,v12,34,0.76
v299,v57,v4,v367,36,0.06
v300,v105,v4,v368,48,0.12
v301,v69,v3,v369,22,0.15
v302,v58,v4,v370,80,0.2
v126,v57,v4,v143,59,0.32
v303,v24,v4,v371,75,0.09
v1,v202,v3,v17,86,0.75
v5,v80,v3,v4,30,0.18
v304,v73,v2,v372,59,0.14
v305,v57,v4,v373,76,0.24
v306,v210,v3,v374,95,0.77
v2,v103,v2,v375,78,0.01
v307,v176,v4,v376,35,0.11
v308,v153,v1,v377,1,0.64
v2,v158,v2,v90,65,0.01
v2,v68,v2,v180,67,0.04
v309,v125,v2,v378,57,0.19
v310,v68,v2,v379,85,0.35
v5,v34,v3,v4,74,0.65
v311,v14,v2,v380,58,0.17
v132,v82,v3,v381,18,0.37
v312,v34,v3,v382,94,0.85
v67,v15,v4,v383,87,0.08
v1,v69,v3,v12,39,0.74
v313,v46,v3,v384,10,0.78
v81,v51,v3,v15,46,0.42
v81,v175,v3,v15,33,0.47
v314,v211,v3,v385,4,0.06
v91,v29,v3,v386,62,0.67
v10,v4,v2,v10,40,0.18
v1,v17,v3,v17,13,0.14
v315,v18,?,v387,43,0.51
v1,v49,v3,v8,32,0.8
v316,v193,v3,v388,70,0.08
v87,v4,v2,v155,54,0.24
v317,v60,v3,v389,59,0.1
v298,v102,v3,v390,77,1.32
v317,v60,v3,v391,95,0.1
v318,v196,v3,v392,52,0.81
v1,v92,?,v17,67,0.7
v319,v212,v2,v393,48,0.37
v1,v10,v3,v12,78,0.69
v320,v170,v3,v394,74,0.73
v2,v36,v2,v395,6,0.06
v254,v4,v2,v396,34,0.37
v56,v57,v4,v397,69,0.01
v2,v181,v2,v90,57,0.05
v286,v4,v2,v398,86,0.37
v286,v4,v2,v399,51,0.36
v5,v34,v3,v4,90,0.18
v321,v112,v7,v400,73,0.86
v278,v31,v3,v335,86,0.53
v322,v46,v3,v401,96,0.79
v16,v120,v3,v18,43,0.17
v1,v77,?,v8,43,0.79
v323,v213,v3,v402,11,0.64
v324,v124,?,v403,31,0.05
v325,v201,v4,v80,46,0.15
v151,v15,v4,v404,32,0.07
v81,v165,v3,v15,87,0.11
v114,v14,v2,v15,96,0.43
v326,v214,v2,v405,12,0.19
v1,v17,v3,v8,33,0.79
v327,v215,v3,v406,71,0.56
v219,v4,v2,v267,75,0.05
v328,v136,v1,v407,80,0.42
v5,v34,v3,v4,89,0.17
v32,v68,v2,v35,54,0.13
v1,v29,v3,v8,50,0.79
v63,v137,v5,v63,56,0.45
v329,v99,v3,v408,49,0.15
v2,v15,v4,v180,9,0.04
v16,v189,v3,v18,56,0.17
v330,v216,?,v409,13,0.67
v1,v47,v3,v8,7,0.79
v2,v73,v2,v90,82,0.01
v331,v15,v4,v410,14,0.08
v332,v152,v8,v411,68,1.17
v8,v217,v3,v7,11,0.68
v8,v148,v3,v7,2,0.68
v1,v82,v3,v12,62,0.71
v215,v203,v3,v412,30,0.11
v10,v218,v2,v10,60,0.18
v333,v25,v3,v413,58,0.75
v334,v219,v8,v414,21,0.13
v2,v125,v2,v415,90,0.46
v335,v220,v3,v416,65,0.86
v213,v15,v4,v258,23,0.05
v336,v56,v3,v417,39,1.01
v317,v60,v3,v418,17,0.1
v79,v39,v5,v84,87,0.36
v17,v15,v4,v419,24,0.25
v81,v221,v3,v15,57,0.42
v337,v79,v2,v420,56,0.34
v338,v39,v5,v421,95,0.38
v339,v123,v6,v422,68,1.01
v340,v69,v3,v423,33,0.64
v341,v119,v3,v424,66,0.07
v342,v5,v3,v425,57,1.27
v295,v207,v2,v426,59,0.05
v53,v30,v3,v427,26,5.5
v1,v194,v3,v12,68,0.76
v343,v15,v4,v15,80,1.53
v20,v42,v4,v428,90,0.15
v290,v33,v3,v353,28,0.81
v344,v42,v4,v429,42,0.09
v4,v14,v2,v430,66,0.05
v81,v155,v3,v431,3,0.72
v314,v211,v3,v432,50,0.06
v345,v15,v4,v143,2,0.34
v87,v3,v2,v99,7,0.06
v346,v189,v3,v433,43,0.51
v195,v131,v3,v233,67,0.92
v347,v222,v3,v434,83,0.05
v48,v15,v4,v15,7,0.68
v348,v223,v6,v435,20,1.0
v1,v194,?,v8,35,0.8
v2,v174,?,v436,80,0.6
v155,v81,v3,v181,3,0.81
v138,v151,v3,v159,22,1.01
v19,v99,v3,v21,63,0.31
v349,v47,v3,v437,93,0.64
v157,v136,v1,v183,41,0.04
v350,v99,v3,v438,70,0.12
v2,v4,v2,v82,97,0.01
v351,v33,?,v439,21,0.44
v352,v162,v3,v440,59,0.65
v95,v217,v3,v441,36,0.75
v324,v124,v3,v403,94,0.1
v155,v59,v3,v181,46,0.8
v86,v89,v3,v442,69,0.4
v87,v3,v2,v196,41,0.18
v353,v4,v2,v15,41,0.66
v2,v27,v2,v443,5,0.02
v354,v15,v4,v444,72,0.31
v212,v86,v4,v445,19,0.05
v355,v180,v3,v446,78,2.57
v356,v15,v4,v15,69,0.51
v2,v158,v2,v82,90,0.01
v1,v47,v3,v12,1,0.76
v312,v224,v2,v382,56,0.19
v95,v114,v3,v447,94,0.69
v216,v6,v2,v264,32,0.31
v357,v225,v2,v448,51,0.51
v1,v110,v3,v12,63,0.73
v351,v33,v3,v449,12,0.64
v2,v226,?,v450,82,0.11
v168,v227,v3,v451,54,0.8
v131,v228,v2,v150,27,0.07
v253,v121,v2,v305,77,0.55
v1,v96,v3,v8,30,0.8
v16,v29,v3,v18,91,0.15
v358,v39,v5,v452,16,0.44
v1,v221,?,v8,14,0.78
v32,v68,v2,v453,45,0.12
v359,v6,v2,v454,15,0.23
v2,v91,v4,v455,24,0.2
v32,v68,v2,v453,6,0.18
v2,v135,v4,v456,55,0.06
v81,v204,?,v15,42,0.11
v23,v225,v2,v25,48,0.13
v219,v67,v2,v457,81,0.8
v63,v62,v5,v63,5,0.45
v360,v157,v3,v458,18,0.1
v361,v153,v1,v459,12,0.63
v362,v15,v4,v460,3,0.4
v73,v201,v4,v461,34,0.38
v363,v4,v2,v462,73,0.45
v364,v6,v2,v463,40,0.07
v365,v23,v3,v464,83,0.1
v366,v4,v2,v465,64,0.06
v367,v81,v3,v466,1,0.07
v32,v68,v2,v35,41,0.09
v1,v160,?,v12,86,0.7
v368,v229,v3,v467,13,0.72
v369,v216,v3,v468,12,0.61
v311,v172,v3,v469,9,0.62
v370,v148,v3,v470,40,4.0
v371,v18,v3,v471,82,0.63
v157,v6,v2,v183,57,0.17
v372,v230,v3,v472,59,1.62
v373,v193,v3,v473,16,0.29
v87,v150,v2,v155,82,0.24
v374,v151,?,v21,33,0.05
v16,v231,v3,v78,54,0.21
v219,v4,v2,v267,39,0.06
v28,v232,?,v474,95,0.22
v64,v233,v3,v475,42,0.82
v1,v47,v3,v8,6,0.84
v73,v22,v4,v461,34,0.31
v2,v123,v6,v476,8,4.41
v375,v116,v4,v477,35,0.05
v127,v8,v3,v478,61,0.58
v4,v14,v2,v479,31,0.02
v1,v132,v3,v12,49,0.79
v2,v117,v2,v82,29,0.01
v67,v20,v3,v480,36,0.15
v168,v234,v3,v481,30,1.03
v368,v235,v6,v482,68,0.49
v268,v127,v3,v483,40,0.31
v10,v4,v2,v10,23,0.18
v81,v236,v3,v15,61,0.11
v376,v7,v3,v484,40,0.32
v87,v4,v2,v99,90,0.05
v377,v219,v8,v485,35,0.01
